lncRNA ,disease,lncRNA ,disease,yucelabel,0_gailv,1_gailv,,PMID
176,1325,HLA-AS1,"Epilepsy, Temporal Lobe",1,0.39773649,0.60226351,,
138,1325,FMR1-AS1,"Epilepsy, Temporal Lobe",1,0.406300962,0.593699038,,
105,1325,DISC2,"Epilepsy, Temporal Lobe",1,0.407320023,0.592679977,,
250,1325,LINC-ROR,"Epilepsy, Temporal Lobe",1,0.446808815,0.553191185,,
463,1326,AWPPH,Cholangiocarcinoma,1,0.0173015,0.9826985,,
759,1326,SBF2-AS1,Cholangiocarcinoma,1,0.018480062,0.981519938,,
504,1326,FAL1,Cholangiocarcinoma,1,0.019265115,0.980734885,,
59,1326,BANCR,Cholangiocarcinoma,1,0.019898534,0.980101466,,
180,1326,HOTTIP,Cholangiocarcinoma,1,0.020213902,0.979786098,,
265,1326,LINC00472,Cholangiocarcinoma,1,0.021044731,0.978955269,,
711,1326,PCAT-1,Cholangiocarcinoma,1,0.021542609,0.978457391,,
70,1326,CASC11,Cholangiocarcinoma,1,0.021572709,0.978427291,,
353,1326,LUCAT1,Cholangiocarcinoma,1,0.021923184,0.978076816,,
311,1326,LINCRNA-p21,Cholangiocarcinoma,1,0.02231431,0.97768569,,
159,1326,GHET1,Cholangiocarcinoma,1,0.022316813,0.977683187,,
177,1326,HNF1A-AS1,Cholangiocarcinoma,1,0.022339702,0.977660298,,
774,1326,SNHG16,Cholangiocarcinoma,1,0.022657156,0.977342844,,
538,1326,HOXD-AS1,Cholangiocarcinoma,1,0.022719979,0.977280021,,
262,1326,LINC00460,Cholangiocarcinoma,1,0.022902608,0.977097392,,
159,1327,GHET1,Esophageal Squamous Cell Carcinoma,1,0.003303766,0.996696234,,
298,1327,LINC01234,Esophageal Squamous Cell Carcinoma,1,0.003857553,0.996142447,,
36,1327,AGAP2-AS1,Esophageal Squamous Cell Carcinoma,1,0.003861248,0.996138752,,
63,1327,BLACAT1,Esophageal Squamous Cell Carcinoma,1,0.003893793,0.996106207,,
733,1327,RHPN1-AS1,Esophageal Squamous Cell Carcinoma,1,0.004162908,0.995837092,,
70,1327,CASC11,Esophageal Squamous Cell Carcinoma,1,0.004454255,0.995545745,,
463,1327,AWPPH,Esophageal Squamous Cell Carcinoma,1,0.00469023,0.99530977,,
772,1327,SNHG14,Esophageal Squamous Cell Carcinoma,1,0.004906416,0.995093584,,
664,1327,LSINCT5,Esophageal Squamous Cell Carcinoma,1,0.004980206,0.995019794,,
60,1327,BCAR4,Esophageal Squamous Cell Carcinoma,1,0.005310774,0.994689226,,
484,1327,CCHE1,Esophageal Squamous Cell Carcinoma,1,0.005792737,0.994207263,,
818,1327,TRPM2-AS,Esophageal Squamous Cell Carcinoma,1,0.005816758,0.994183242,,
531,1327,HOST2,Esophageal Squamous Cell Carcinoma,1,0.005825937,0.994174063,,
130,1327,FAM83H-AS1,Esophageal Squamous Cell Carcinoma,1,0.005931854,0.994068146,,
778,1327,SNHG3,Esophageal Squamous Cell Carcinoma,1,0.006103098,0.993896902,,
408,1328,PANDAR,Gallbladder Neoplasms,1,0.026530802,0.973469198,,
504,1328,FAL1,Gallbladder Neoplasms,1,0.030322433,0.969677567,,
788,1328,SOX2OT,Gallbladder Neoplasms,1,0.03609699,0.96390301,,
812,1328,TP73-AS1,Gallbladder Neoplasms,1,0.038286209,0.961713791,,
463,1328,AWPPH,Gallbladder Neoplasms,1,0.038469791,0.961530209,,
59,1328,BANCR,Gallbladder Neoplasms,1,0.03974247,0.96025753,,
391,1328,NEAT1,Gallbladder Neoplasms,1,0.041190505,0.958809495,,
177,1328,HNF1A-AS1,Gallbladder Neoplasms,1,0.044415057,0.955584943,,
411,1328,PCAT1,Gallbladder Neoplasms,1,0.044422269,0.955577731,,
363,1328,MIAT,Gallbladder Neoplasms,1,0.045972407,0.954027593,,
853,1328,ZFAS1,Gallbladder Neoplasms,1,0.046376288,0.953623712,,
781,1328,SNHG6,Gallbladder Neoplasms,1,0.046905816,0.953094184,,
780,1328,SNHG5,Gallbladder Neoplasms,1,0.048214078,0.951785922,,
53,1328,ATB,Gallbladder Neoplasms,1,0.049509406,0.950490594,,
60,1328,BCAR4,Gallbladder Neoplasms,1,0.050415456,0.949584544,,
664,1329,LSINCT5,Adenocarcinoma of Lung,1,0.004103303,0.995896697,,
33,1329,ADAMTS9-AS2,Adenocarcinoma of Lung,1,0.004584908,0.995415092,,
353,1329,LUCAT1,Adenocarcinoma of Lung,1,0.004656136,0.995343864,,
463,1329,AWPPH,Adenocarcinoma of Lung,1,0.004745364,0.995254636,,
414,1329,PCAT6,Adenocarcinoma of Lung,1,0.004745364,0.995254636,,
395,1329,NNT-AS1,Adenocarcinoma of Lung,1,0.004754722,0.995245278,,
851,1329,ZEB1-AS1,Adenocarcinoma of Lung,1,0.004769504,0.995230496,,
53,1329,ATB,Adenocarcinoma of Lung,1,0.004773259,0.995226741,,
380,1329,MT1JP,Adenocarcinoma of Lung,1,0.004909158,0.995090842,,
818,1329,TRPM2-AS,Adenocarcinoma of Lung,1,0.005071402,0.994928598,,
116,1329,EGFR-AS1,Adenocarcinoma of Lung,1,0.005096674,0.994903326,,
456,1329,ANCR,Adenocarcinoma of Lung,1,0.005137146,0.994862854,,
733,1329,RHPN1-AS1,Adenocarcinoma of Lung,1,0.005198002,0.994801998,,
418,1329,PCNA-AS1,Adenocarcinoma of Lung,1,0.005336165,0.994663835,,
777,1329,SNHG20,Adenocarcinoma of Lung,1,0.005345583,0.994654417,,
159,1330,GHET1,Thyroid Neoplasms,1,0.020492136,0.979507864,,
353,1330,LUCAT1,Thyroid Neoplasms,1,0.020515263,0.979484737,,
262,1330,LINC00460,Thyroid Neoplasms,1,0.020682812,0.979317188,,
538,1330,HOXD-AS1,Thyroid Neoplasms,1,0.02107203,0.97892797,,
504,1330,FAL1,Thyroid Neoplasms,1,0.021787465,0.978212535,,
711,1330,PCAT-1,Thyroid Neoplasms,1,0.022048593,0.977951407,,
135,1330,FEZF1-AS1,Thyroid Neoplasms,1,0.022374332,0.977625668,,
188,1330,HULC,Thyroid Neoplasms,1,0.022977114,0.977022886,,
98,1330,DANCR,Thyroid Neoplasms,1,0.023796201,0.976203799,,
80,1330,CCAT2,Thyroid Neoplasms,1,0.023866296,0.976133704,,
180,1330,HOTTIP,Thyroid Neoplasms,1,0.024348676,0.975651324,,
165,1330,HAGLROS,Thyroid Neoplasms,1,0.025310576,0.974689424,,
664,1330,LSINCT5,Thyroid Neoplasms,1,0.025565207,0.974434793,,
94,1330,CRNDE,Thyroid Neoplasms,1,0.025889754,0.974110246,,
851,1330,ZEB1-AS1,Thyroid Neoplasms,1,0.025949001,0.974050999,,
391,1331,NEAT1,Wilms Tumor,1,0.06077379,0.93922621,,
355,1331,MALAT1,Wilms Tumor,1,0.062215686,0.937784314,,
830,1331,UCA1,Wilms Tumor,1,0.062870502,0.937129498,,
458,1331,ANRIL,Wilms Tumor,1,0.07096386,0.92903614,,
432,1331,PVT1,Wilms Tumor,1,0.07322067,0.92677933,,
178,1331,HOTAIR,Wilms Tumor,1,0.08044219,0.91955781,,
87,1331,CDKN2B-AS1,Wilms Tumor,1,0.089668512,0.910331488,,
80,1331,CCAT2,Wilms Tumor,1,0.093825161,0.906174839,,
824,1331,TUG1,Wilms Tumor,1,0.10654366,0.89345634,,
842,1331,XIST,Wilms Tumor,1,0.108492255,0.891507745,,
280,1331,LINC00882,Wilms Tumor,1,0.121691346,0.878308654,,
79,1331,CCAT1,Wilms Tumor,1,0.127985537,0.872014463,,
782,1331,SNHG7,Wilms Tumor,1,0.137656808,0.862343192,,
180,1331,HOTTIP,Wilms Tumor,1,0.138975739,0.861024261,,
413,1331,PCAT29,Wilms Tumor,1,0.140348196,0.859651804,,
792,1332,SPRY4-IT1,"Thyroid Cancer, Papillary",1,0.014328003,0.985671997,,
144,1332,FOXD3-AS1,"Thyroid Cancer, Papillary",1,0.016363323,0.983636677,,
127,1332,FALEC,"Thyroid Cancer, Papillary",1,0.016772151,0.983227849,,
300,1332,LINC01296,"Thyroid Cancer, Papillary",1,0.01685065,0.98314935,,
842,1332,XIST,"Thyroid Cancer, Papillary",1,0.017747998,0.982252002,,
408,1332,PANDAR,"Thyroid Cancer, Papillary",1,0.018189907,0.981810093,,
35,1332,AFAP1-AS1,"Thyroid Cancer, Papillary",1,0.020337045,0.979662955,,
812,1332,TP73-AS1,"Thyroid Cancer, Papillary",1,0.02038306,0.97961694,,
79,1332,CCAT1,"Thyroid Cancer, Papillary",1,0.020513177,0.979486823,,
134,1332,FER1L4,"Thyroid Cancer, Papillary",1,0.022070169,0.977929831,,
401,1332,NR2F1-AS1,"Thyroid Cancer, Papillary",1,0.02248472,0.97751528,,
824,1332,TUG1,"Thyroid Cancer, Papillary",1,0.023388445,0.976611555,,
583,1332,LINC00663,"Thyroid Cancer, Papillary",1,0.023632348,0.976367652,,
109,1332,DLX6-AS1,"Thyroid Cancer, Papillary",1,0.023834467,0.976165533,,
430,1332,PTENP1,"Thyroid Cancer, Papillary",1,0.026065826,0.973934174,,
163,1333,H19,Fragile X Syndrome,1,0.046752989,0.953247011,,
355,1333,MALAT1,Fragile X Syndrome,1,0.09184289,0.90815711,,
360,1333,MEG3,Fragile X Syndrome,1,0.106799066,0.893200934,,
178,1333,HOTAIR,Fragile X Syndrome,1,0.14810437,0.85189563,,
391,1333,NEAT1,Fragile X Syndrome,1,0.148565531,0.851434469,,
87,1333,CDKN2B-AS1,Fragile X Syndrome,1,0.150839388,0.849160612,,
187,1333,HTT-AS,Fragile X Syndrome,1,0.192105472,0.807894528,,
830,1333,UCA1,Fragile X Syndrome,1,0.211428404,0.788571596,,
399,1333,NPAP1,Fragile X Syndrome,1,0.223750174,0.776249826,,
235,1333,IPW,Fragile X Syndrome,1,0.223981917,0.776018083,,
410,1333,PCA3,Fragile X Syndrome,1,0.242206633,0.757793367,,
100,1333,DBET,Fragile X Syndrome,1,0.24668926,0.75331074,,
363,1333,MIAT,Fragile X Syndrome,1,0.264639199,0.735360801,,
58,1333,BALR-2,Fragile X Syndrome,1,0.275259972,0.724740028,,
432,1333,PVT1,Fragile X Syndrome,1,0.284460187,0.715539813,,
163,1334,H19,Nervous System Diseases,1,0.05541116,0.94458884,,
355,1334,MALAT1,Nervous System Diseases,1,0.080709577,0.919290423,,
58,1334,BALR-2,Nervous System Diseases,1,0.104248881,0.895751119,,
376,1334,MIR99AHG,Nervous System Diseases,1,0.109707713,0.890292287,,
391,1334,NEAT1,Nervous System Diseases,1,0.143356562,0.856643438,,
421,1334,PICSAR,Nervous System Diseases,1,0.145891845,0.854108155,,
138,1334,FMR1-AS1,Nervous System Diseases,1,0.153756499,0.846243501,,
360,1334,MEG3,Nervous System Diseases,1,0.176207662,0.823792338,,
87,1334,CDKN2B-AS1,Nervous System Diseases,1,0.216228366,0.783771634,,
178,1334,HOTAIR,Nervous System Diseases,1,0.229054153,0.770945847,,
187,1334,HTT-AS,Nervous System Diseases,1,0.250362694,0.749637306,,
425,1334,PRINS,Nervous System Diseases,1,0.252557278,0.747442722,,
100,1334,DBET,Nervous System Diseases,1,0.260775089,0.739224911,,
152,1334,GAS5,Nervous System Diseases,1,0.262347102,0.737652898,,
235,1334,IPW,Nervous System Diseases,1,0.264604211,0.735395789,,
163,1335,H19,Intervertebral Disc Degeneration,1,0.042531669,0.957468331,,
421,1335,PICSAR,Intervertebral Disc Degeneration,1,0.043444872,0.956555128,,
410,1335,PCA3,Intervertebral Disc Degeneration,1,0.075999498,0.924000502,,
355,1335,MALAT1,Intervertebral Disc Degeneration,1,0.080270827,0.919729173,,
360,1335,MEG3,Intervertebral Disc Degeneration,1,0.111949623,0.888050377,,
152,1335,GAS5,Intervertebral Disc Degeneration,1,0.113490343,0.886509657,,
87,1335,CDKN2B-AS1,Intervertebral Disc Degeneration,1,0.117411137,0.882588863,,
432,1335,PVT1,Intervertebral Disc Degeneration,1,0.138513088,0.861486912,,
376,1335,MIR99AHG,Intervertebral Disc Degeneration,1,0.158208609,0.841791391,,
316,1335,lnc-DC,Intervertebral Disc Degeneration,1,0.15876919,0.84123081,,
363,1335,MIAT,Intervertebral Disc Degeneration,1,0.180835605,0.819164395,,
830,1335,UCA1,Intervertebral Disc Degeneration,1,0.206207573,0.793792427,,
535,1335,HOXB-AS1,Intervertebral Disc Degeneration,1,0.210864842,0.789135158,,
176,1335,HLA-AS1,Intervertebral Disc Degeneration,1,0.222053885,0.777946115,,
62,1335,BDNF-AS,Intervertebral Disc Degeneration,1,0.233506739,0.766493261,,
664,1336,LSINCT5,Colonic Neoplasms,1,0.005564094,0.994435906,,
159,1336,GHET1,Colonic Neoplasms,1,0.005803227,0.994196773,,
150,1336,GACAT3,Colonic Neoplasms,1,0.006122291,0.993877709,,
736,1336,ROR,Colonic Neoplasms,1,0.006223559,0.993776441,,
377,1336,MNX1-AS1,Colonic Neoplasms,1,0.006899476,0.993100524,,
818,1336,TRPM2-AS,Colonic Neoplasms,1,0.007313132,0.992686868,,
484,1336,CCHE1,Colonic Neoplasms,1,0.007531106,0.992468894,,
114,1336,DUXAP10,Colonic Neoplasms,1,0.007833958,0.992166042,,
372,1336,MIR4435-2HG,Colonic Neoplasms,1,0.008123159,0.991876841,,
63,1336,BLACAT1,Colonic Neoplasms,1,0.008190572,0.991809428,,
151,1336,GAPLINC,Colonic Neoplasms,1,0.008370101,0.991629899,,
70,1336,CASC11,Colonic Neoplasms,1,0.008439839,0.991560161,,
708,1336,PART1,Colonic Neoplasms,1,0.008461535,0.991538465,,
492,1336,DDX11-AS1,Colonic Neoplasms,1,0.008594275,0.991405725,,
720,1336,PlncRNA-1,Colonic Neoplasms,1,0.008840978,0.991159022,,
163,1337,H19,Liver Cirrhosis,1,0.044394851,0.955605149,,
432,1337,PVT1,Liver Cirrhosis,1,0.08558923,0.91441077,,
94,1337,CRNDE,Liver Cirrhosis,1,0.097786486,0.902213514,,
87,1337,CDKN2B-AS1,Liver Cirrhosis,1,0.120506048,0.879493952,,
363,1337,MIAT,Liver Cirrhosis,1,0.132205606,0.867794394,,
410,1337,PCA3,Liver Cirrhosis,1,0.15291816,0.84708184,,
458,1337,ANRIL,Liver Cirrhosis,1,0.154645503,0.845354497,,
830,1337,UCA1,Liver Cirrhosis,1,0.157222033,0.842777967,,
162,1337,gtl2-as,Liver Cirrhosis,1,0.174309433,0.825690567,,
190,1337,IGF2-AS,Liver Cirrhosis,1,0.175585508,0.824414492,,
853,1337,ZFAS1,Liver Cirrhosis,1,0.181784749,0.818215251,,
180,1337,HOTTIP,Liver Cirrhosis,1,0.186622858,0.813377142,,
176,1337,HLA-AS1,Liver Cirrhosis,1,0.194494128,0.805505872,,
396,1337,NONRATT021972,Liver Cirrhosis,1,0.194521785,0.805478215,,
35,1337,AFAP1-AS1,Liver Cirrhosis,1,0.201341867,0.798658133,,
360,1338,MEG3,Keloid,1,0.096920788,0.903079212,,
355,1338,MALAT1,Keloid,1,0.099156201,0.900843799,,
421,1338,PICSAR,Keloid,1,0.152772307,0.847227693,,
830,1338,UCA1,Keloid,1,0.167016387,0.832983613,,
87,1338,CDKN2B-AS1,Keloid,1,0.201957464,0.798042536,,
432,1338,PVT1,Keloid,1,0.202355802,0.797644198,,
391,1338,NEAT1,Keloid,1,0.204946816,0.795053184,,
139,1338,FMR5,Keloid,1,0.205476761,0.794523239,,
363,1338,MIAT,Keloid,1,0.220710099,0.779289901,,
399,1338,NPAP1,Keloid,1,0.248090327,0.751909673,,
158,1338,GFRA1,Keloid,1,0.258996487,0.741003513,,
235,1338,IPW,Keloid,1,0.284208775,0.715791225,,
239,1338,KCNQ1DN,Keloid,1,0.294129431,0.705870569,,
277,1338,LINC00850,Keloid,1,0.297707736,0.702292264,,
824,1338,TUG1,Keloid,1,0.315070271,0.684929729,,
130,1339,FAM83H-AS1,Prostatic Neoplasms,1,0.004261971,0.995738029,,
664,1339,LSINCT5,Prostatic Neoplasms,1,0.004270375,0.995729625,,
463,1339,AWPPH,Prostatic Neoplasms,1,0.005489349,0.994510651,,
380,1339,MT1JP,Prostatic Neoplasms,1,0.007391274,0.992608726,,
150,1339,GACAT3,Prostatic Neoplasms,1,0.008245349,0.991754651,,
59,1339,BANCR,Prostatic Neoplasms,1,0.010283113,0.989716887,,
70,1339,CASC11,Prostatic Neoplasms,1,0.010550439,0.989449561,,
418,1339,PCNA-AS1,Prostatic Neoplasms,1,0.010711551,0.989288449,,
262,1339,LINC00460,Prostatic Neoplasms,1,0.01115799,0.98884201,,
166,1339,HAND2-AS1,Prostatic Neoplasms,1,0.011647642,0.988352358,,
733,1339,RHPN1-AS1,Prostatic Neoplasms,1,0.01204747,0.98795253,,
468,1339,BC200,Prostatic Neoplasms,1,0.012446165,0.987553835,,
456,1339,ANCR,Prostatic Neoplasms,1,0.013030529,0.986969471,,
116,1339,EGFR-AS1,Prostatic Neoplasms,1,0.014181137,0.985818863,,
33,1339,ADAMTS9-AS2,Prostatic Neoplasms,1,0.01430887,0.98569113,,
421,1340,PICSAR,"Cardiomyopathy, Dilated",1,0.065421224,0.934578776,,
163,1340,H19,"Cardiomyopathy, Dilated",1,0.099152684,0.900847316,,
87,1340,CDKN2B-AS1,"Cardiomyopathy, Dilated",1,0.137027323,0.862972677,,
410,1340,PCA3,"Cardiomyopathy, Dilated",1,0.142001748,0.857998252,,
360,1340,MEG3,"Cardiomyopathy, Dilated",1,0.157161653,0.842838347,,
355,1340,MALAT1,"Cardiomyopathy, Dilated",1,0.162798703,0.837201297,,
178,1340,HOTAIR,"Cardiomyopathy, Dilated",1,0.209662974,0.790337026,,
104,1340,DISC1,"Cardiomyopathy, Dilated",1,0.268147588,0.731852412,,
176,1340,HLA-AS1,"Cardiomyopathy, Dilated",1,0.313527226,0.686472774,,
391,1340,NEAT1,"Cardiomyopathy, Dilated",1,0.34231478,0.65768522,,
425,1340,PRINS,"Cardiomyopathy, Dilated",1,0.348939419,0.651060581,,
250,1340,LINC-ROR,"Cardiomyopathy, Dilated",1,0.3628003,0.6371997,,
62,1340,BDNF-AS,"Cardiomyopathy, Dilated",1,0.405326426,0.594673574,,
432,1340,PVT1,"Cardiomyopathy, Dilated",1,0.405855894,0.594144106,,
396,1340,NONRATT021972,"Cardiomyopathy, Dilated",1,0.448308051,0.551691949,,
163,1341,H19,"Cardiomyopathy, Hypertrophic",1,0.055159032,0.944840968,,
355,1341,MALAT1,"Cardiomyopathy, Hypertrophic",1,0.09659946,0.90340054,,
360,1341,MEG3,"Cardiomyopathy, Hypertrophic",1,0.124162316,0.875837684,,
432,1341,PVT1,"Cardiomyopathy, Hypertrophic",1,0.125150502,0.874849498,,
87,1341,CDKN2B-AS1,"Cardiomyopathy, Hypertrophic",1,0.160926819,0.839073181,,
391,1341,NEAT1,"Cardiomyopathy, Hypertrophic",1,0.167802513,0.832197487,,
421,1341,PICSAR,"Cardiomyopathy, Hypertrophic",1,0.236097038,0.763902962,,
178,1341,HOTAIR,"Cardiomyopathy, Hypertrophic",1,0.238273203,0.761726797,,
363,1341,MIAT,"Cardiomyopathy, Hypertrophic",1,0.252956808,0.747043192,,
176,1341,HLA-AS1,"Cardiomyopathy, Hypertrophic",1,0.356297076,0.643702924,,
545,1341,KIAA0125,"Cardiomyopathy, Hypertrophic",1,0.36248678,0.63751322,,
152,1341,GAS5,"Cardiomyopathy, Hypertrophic",1,0.363184392,0.636815608,,
105,1341,DISC2,"Cardiomyopathy, Hypertrophic",1,0.36367023,0.63632977,,
830,1341,UCA1,"Cardiomyopathy, Hypertrophic",1,0.376928091,0.623071909,,
104,1341,DISC1,"Cardiomyopathy, Hypertrophic",1,0.387032092,0.612967908,,
163,1342,H19,Alzheimer Disease,1,0.04435724,0.95564276,,
178,1342,HOTAIR,Alzheimer Disease,1,0.083437026,0.916562974,,
432,1342,PVT1,Alzheimer Disease,1,0.089465857,0.910534143,,
360,1342,MEG3,Alzheimer Disease,1,0.098491549,0.901508451,,
830,1342,UCA1,Alzheimer Disease,1,0.109334648,0.890665352,,
458,1342,ANRIL,Alzheimer Disease,1,0.133330822,0.866669178,,
379,1342,MT-LIPCAR,Alzheimer Disease,1,0.151434302,0.848565698,,
176,1342,HLA-AS1,Alzheimer Disease,1,0.160228372,0.839771628,,
355,1342,MALAT1,Alzheimer Disease,1,0.160507143,0.839492857,,
410,1342,PCA3,Alzheimer Disease,1,0.21609515,0.78390485,,
79,1342,CCAT1,Alzheimer Disease,1,0.295895159,0.704104841,,
80,1342,CCAT2,Alzheimer Disease,1,0.312799811,0.687200189,,
99,1342,DAOA-AS1,Alzheimer Disease,1,0.354695082,0.645304918,,
188,1342,HULC,Alzheimer Disease,1,0.358331978,0.641668022,,
396,1342,NONRATT021972,Alzheimer Disease,1,0.361826122,0.638173878,,
87,1343,CDKN2B-AS1,"Myositis, Inclusion Body",1,0.150346041,0.849653959,,
360,1343,MEG3,"Myositis, Inclusion Body",1,0.256789386,0.743210614,,
178,1343,HOTAIR,"Myositis, Inclusion Body",1,0.260769308,0.739230692,,
421,1343,PICSAR,"Myositis, Inclusion Body",1,0.367170036,0.632829964,,
432,1343,PVT1,"Myositis, Inclusion Body",1,0.408110797,0.591889203,,
163,1343,H19,"Myositis, Inclusion Body",1,0.420892477,0.579107523,,
363,1343,MIAT,"Myositis, Inclusion Body",1,0.451369822,0.548630178,,
355,1343,MALAT1,"Myositis, Inclusion Body",1,0.47424829,0.52575171,,
62,1343,BDNF-AS,"Myositis, Inclusion Body",0,0.503098667,0.496901333,,
188,1343,HULC,"Myositis, Inclusion Body",0,0.512200236,0.487799734,,
391,1343,NEAT1,"Myositis, Inclusion Body",0,0.532993615,0.467006385,,
169,1343,HAR1B,"Myositis, Inclusion Body",0,0.547240257,0.452759773,,
152,1343,GAS5,"Myositis, Inclusion Body",0,0.569193244,0.430806726,,
105,1343,DISC2,"Myositis, Inclusion Body",0,0.571128249,0.428871751,,
139,1343,FMR5,"Myositis, Inclusion Body",0,0.646933079,0.353066891,,
355,1344,MALAT1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.036866903,0.963133097,,
163,1344,H19,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.044594765,0.955405235,,
391,1344,NEAT1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.076651633,0.923348367,,
360,1344,MEG3,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.082057953,0.917942047,,
178,1344,HOTAIR,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.082079709,0.917920291,,
318,1344,lnc-LCE5A-1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.087527275,0.912472725,,
94,1344,CRNDE,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.094692826,0.905307174,,
830,1344,UCA1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.097873509,0.902126491,,
824,1344,TUG1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.120564163,0.879435837,,
363,1344,MIAT,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.121225715,0.878774285,,
250,1344,LINC-ROR,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.128766537,0.871233463,,
129,1344,FAM3D-AS1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.133330286,0.866669714,,
176,1344,HLA-AS1,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.134713173,0.865286827,,
638,1344,lnc-KCTD6-3,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.138081074,0.861918926,,
781,1344,SNHG6,Precursor Cell Lymphoblastic Leukemia-Lymphoma,1,0.140245259,0.859754741,,
87,1345,CDKN2B-AS1,Eosinophilic Esophagitis,1,0.206146419,0.793853581,,
178,1345,HOTAIR,Eosinophilic Esophagitis,1,0.210848033,0.789151967,,
163,1345,H19,Eosinophilic Esophagitis,1,0.229328215,0.770671785,,
360,1345,MEG3,Eosinophilic Esophagitis,1,0.285493553,0.714506447,,
355,1345,MALAT1,Eosinophilic Esophagitis,1,0.286471486,0.713528514,,
391,1345,NEAT1,Eosinophilic Esophagitis,1,0.321735144,0.678264856,,
105,1345,DISC2,Eosinophilic Esophagitis,1,0.333398223,0.666601777,,
189,1345,IFNG-AS1,Eosinophilic Esophagitis,1,0.365671456,0.634328544,,
432,1345,PVT1,Eosinophilic Esophagitis,1,0.444945037,0.555054963,,
176,1345,HLA-AS1,Eosinophilic Esophagitis,1,0.445856571,0.554143429,,
439,1345,RN7SL1,Eosinophilic Esophagitis,1,0.450920641,0.549079359,,
363,1345,MIAT,Eosinophilic Esophagitis,1,0.461151838,0.538848162,,
545,1345,KIAA0125,Eosinophilic Esophagitis,0,0.501054525,0.498945504,,
62,1345,BDNF-AS,Eosinophilic Esophagitis,0,0.516728461,0.483271539,,
235,1345,IPW,Eosinophilic Esophagitis,0,0.579216599,0.420783401,,
58,1346,BALR-2,Gastrointestinal Neoplasms,1,0.065206051,0.934793949,,
438,1346,RN7SK,Gastrointestinal Neoplasms,1,0.086710811,0.913289189,,
376,1346,MIR99AHG,Gastrointestinal Neoplasms,1,0.090098262,0.909901738,,
360,1346,MEG3,Gastrointestinal Neoplasms,1,0.114025116,0.885974884,,
410,1346,PCA3,Gastrointestinal Neoplasms,1,0.123119891,0.876880109,,
391,1346,NEAT1,Gastrointestinal Neoplasms,1,0.130176902,0.869823098,,
363,1346,MIAT,Gastrointestinal Neoplasms,1,0.134348392,0.865651608,,
432,1346,PVT1,Gastrointestinal Neoplasms,1,0.148783207,0.851216793,,
421,1346,PICSAR,Gastrointestinal Neoplasms,1,0.153368831,0.846631169,,
94,1346,CRNDE,Gastrointestinal Neoplasms,1,0.15632534,0.84367466,,
152,1346,GAS5,Gastrointestinal Neoplasms,1,0.167236626,0.832763374,,
425,1346,PRINS,Gastrointestinal Neoplasms,1,0.172467947,0.827532053,,
830,1346,UCA1,Gastrointestinal Neoplasms,1,0.177522957,0.822477043,,
166,1346,HAND2-AS1,Gastrointestinal Neoplasms,1,0.18365109,0.81634891,,
396,1346,NONRATT021972,Gastrointestinal Neoplasms,1,0.18678683,0.81321317,,
463,1347,AWPPH,Melanoma,1,0.005981684,0.994018316,,
150,1347,GACAT3,Melanoma,1,0.009001732,0.990998268,,
159,1347,GHET1,Melanoma,1,0.00936991,0.99063009,,
60,1347,BCAR4,Melanoma,1,0.009801865,0.990198135,,
736,1347,ROR,Melanoma,1,0.01009202,0.98990798,,
733,1347,RHPN1-AS1,Melanoma,1,0.01022315,0.98977685,,
380,1347,MT1JP,Melanoma,1,0.010964572,0.989035428,,
664,1347,LSINCT5,Melanoma,1,0.011175454,0.988824546,,
818,1347,TRPM2-AS,Melanoma,1,0.011584044,0.988415956,,
788,1347,SOX2OT,Melanoma,1,0.011695504,0.988304496,,
63,1347,BLACAT1,Melanoma,1,0.01221627,0.98778373,,
36,1347,AGAP2-AS1,Melanoma,1,0.012801945,0.987198055,,
711,1347,PCAT-1,Melanoma,1,0.012853026,0.987146974,,
311,1347,LINCRNA-p21,Melanoma,1,0.013694406,0.986305594,,
377,1347,MNX1-AS1,Melanoma,1,0.013702989,0.986297011,,
736,1348,ROR,Retinoblastoma,1,0.019899487,0.980100513,,
181,1348,HOXA-AS2,Retinoblastoma,1,0.020613134,0.979386866,,
144,1348,FOXD3-AS1,Retinoblastoma,1,0.021714449,0.978285551,,
265,1348,LINC00472,Retinoblastoma,1,0.022457242,0.977542758,,
116,1348,EGFR-AS1,Retinoblastoma,1,0.022629797,0.977370203,,
