mir,mesh_name,causality,,
hsa-mir-1207,Ovarian Neoplasms,yes,898,1309
hsa-mir-302,Fanconi Anemia,yes,1083,1593
hsa-mir-92a,"Carcinoma, Non-Small-Cell Lung",yes,1282,1312
hsa-mir-664,Osteosarcoma,yes,1256,1305
hsa-mir-27b,Uterine Cervical Neoplasms,yes,1067,1300
hsa-mir-183,Colorectal Neoplasms,yes,988,1304
hsa-mir-203,Pancreatic Neoplasms,yes,1026,1315
hsa-mir-421,Osteosarcoma,yes,1155,1305
hsa-mir-222,Urinary Bladder Neoplasms,yes,1052,1306
hsa-mir-96,Glioma,yes,1294,1322
hsa-mir-183,Glioma,yes,988,1322
hsa-mir-138,Glioblastoma,yes,950,1301
hsa-mir-195,Spinal Cord Injuries,yes,1005,1567
hsa-mir-449a,Breast Neoplasms,yes,1166,1303
hsa-mir-522,"Carcinoma, Hepatocellular",yes,1215,1310
hsa-mir-210,Kidney Neoplasms,yes,1037,1418
hsa-mir-146a,"Hepatitis B, Chronic",yes,960,1592
hsa-mir-125a,"Arthritis, Juvenile",yes,913,1594
hsa-mir-195,Myocardial Reperfusion Injury,yes,1005,1522
hsa-mir-93,Stomach Neoplasms,yes,1286,1307
hsa-mir-9,Glioblastoma,yes,1276,1301
hsa-mir-221,Breast Neoplasms,yes,1051,1303
hsa-mir-222,Breast Neoplasms,yes,1052,1303
hsa-mir-141,Breast Neoplasms,yes,955,1303
hsa-mir-92b,"Carcinoma, Hepatocellular",yes,1285,1310
hsa-mir-146a,Multiple Myeloma,yes,960,1368
hsa-mir-196a,"Carcinoma, Hepatocellular",yes,1006,1310
hsa-mir-449a,Hepatitis B,yes,1166,1556
hsa-mir-106a,Stomach Neoplasms,yes,889,1307
hsa-mir-96,Prostatic Neoplasms,yes,1294,1339
hsa-mir-937,Lung Neoplasms,yes,1288,1308
hsa-mir-200b,"Cytotoxicity Tests, Immunologic",yes,1023,1595
hsa-mir-200c,"Cytotoxicity Tests, Immunologic",yes,1024,1595
hsa-mir-217,"Cytotoxicity Tests, Immunologic",yes,1045,1595
hsa-mir-182,Chemical and Drug Induced Liver Injury,yes,987,1574
hsa-mir-126,"Neovascularization, Pathologic",yes,917,1596
hsa-mir-21,"Cicatrix, Hypertrophic",yes,1036,1597
hsa-mir-125b,Stomach Neoplasms,yes,914,1307
hsa-mir-221,"Carcinoma, Pancreatic Ductal",yes,1051,1577
hsa-mir-146a,Alzheimer Disease,yes,960,1342
hsa-mir-182,Brain Ischemia,yes,987,1578
hsa-mir-34a,Osteoarthritis,yes,1126,1403
hsa-mir-1908,Wound Healing,yes,996,1598
hsa-mir-1301,Prostatic Neoplasms,yes,931,1339
hsa-mir-205,Colorectal Neoplasms,yes,1029,1304
hsa-mir-373,Colorectal Neoplasms,yes,1138,1304
hsa-mir-206,Alzheimer Disease,yes,1030,1342
hsa-mir-21,Neuroblastoma,yes,1036,1302
hsa-mir-429,Diabetes Mellitus,yes,1160,1379
hsa-mir-9,"Influenza, Human",yes,1276,1599
hsa-mir-222,Stomach Neoplasms,yes,1052,1307
hsa-mir-19a,Glioma,yes,1017,1322
hsa-mir-29a,Atrial Fibrillation,yes,1074,1560
hsa-mir-301b,Lung Neoplasms,yes,1082,1308
hsa-mir-340,Stomach Neoplasms,yes,1122,1307
hsa-mir-21,Cholesteatoma,yes,1036,1600
hsa-mir-488,Osteosarcoma,yes,1179,1305
hsa-mir-205,Myelodysplastic Syndromes,yes,1029,1505
hsa-mir-181b,Stomach Neoplasms,yes,982,1307
hsa-mir-27a,Stomach Neoplasms,yes,1066,1307
hsa-mir-92a,Inferior Wall Myocardial Infarction,yes,1282,1576
hsa-mir-92b,Urinary Bladder Neoplasms,yes,1285,1306
hsa-mir-1303,Neuroblastoma,yes,932,1302
hsa-mir-146a,Brain Ischemia,yes,960,1578
hsa-mir-181a,Atherosclerosis,yes,980,1376
hsa-mir-183,Breast Neoplasms,yes,988,1303
hsa-mir-363,Glioma,yes,1132,1322
hsa-mir-200c,Stomach Neoplasms,yes,1024,1307
hsa-mir-15b,"Carcinoma, Hepatocellular",yes,973,1310
hsa-mir-17,Macular Degeneration,yes,977,1580
hsa-mir-19b,Pulmonary Fibrosis,yes,1018,1601
hsa-mir-483,Stomach Neoplasms,yes,1175,1307
hsa-mir-125b,Retinoblastoma,yes,914,1348
hsa-mir-15b,Neoplasms,yes,973,1299
hsa-mir-15b,Leiomyoma,yes,973,1602
hsa-mir-375,Liver Failure,yes,1141,1603
hsa-mir-181a,"Leukemia, Myeloid, Acute",yes,980,1366
hsa-mir-29b,Hearing Loss,yes,1075,1604
hsa-mir-138,Obesity,yes,950,1357
hsa-mir-222,Obesity,yes,1052,1357
hsa-mir-212,"Carcinoma, Pancreatic Ductal",yes,1039,1577
hsa-mir-21,Choriocarcinoma,yes,1036,1439
hsa-mir-375,Diabetes Mellitus,yes,1141,1379
hsa-mir-223,Glioblastoma,yes,1053,1301
hsa-mir-92a,Osteosarcoma,yes,1282,1305
hsa-mir-205,Endometrial Neoplasms,yes,1029,1362
hsa-mir-196b,Myelodysplastic Syndromes,yes,1009,1505
hsa-mir-214,Osteosarcoma,yes,1040,1305
hsa-mir-320,Ovarian Neoplasms,yes,1099,1309
hsa-mir-10b,Colorectal Neoplasms,yes,893,1304
hsa-mir-221,Ovarian Neoplasms,yes,1051,1309
hsa-let-7,"Carcinoma, Hepatocellular",yes,861,1310
hsa-let-7a,"Carcinoma, Hepatocellular",yes,862,1310
hsa-let-7e,"Carcinoma, Hepatocellular",yes,869,1310
hsa-mir-194,Colorectal Neoplasms,yes,1002,1304
hsa-mir-10b,Neoplasms,yes,893,1299
hsa-mir-130a,"Leukemia, Myeloid, Acute",yes,934,1366
hsa-mir-155,"Leukemia, Myeloid, Acute",yes,971,1366
hsa-mir-19a,Multiple Myeloma,yes,1017,1368
hsa-mir-34a,Pituitary Neoplasms,yes,1126,1369
hsa-mir-9,Breast Neoplasms,yes,1276,1303
hsa-mir-214,Multiple Myeloma,yes,1040,1368
hsa-mir-27b,Multiple Myeloma,yes,1067,1368
hsa-mir-301a,Colorectal Neoplasms,yes,1081,1304
hsa-mir-125b-1,"Carcinoma, Hepatocellular",yes,915,1310
hsa-mir-125b-2,"Carcinoma, Hepatocellular",yes,916,1310
hsa-mir-142,Lung Neoplasms,yes,956,1308
hsa-mir-145,Lung Neoplasms,yes,959,1308
hsa-mir-34c,Lung Neoplasms,yes,1128,1308
hsa-mir-100,Ovarian Neoplasms,yes,878,1309
hsa-mir-22,Ovarian Neoplasms,yes,1050,1309
hsa-mir-194,Liver Neoplasms,yes,1002,1313
hsa-let-7a-1,Hypertrophy,yes,863,1565
hsa-let-7a-2,Hypertrophy,yes,864,1565
hsa-let-7a-3,Hypertrophy,yes,865,1565
hsa-let-7b,Hypertrophy,yes,866,1565
hsa-let-7c,Hypertrophy,yes,867,1565
hsa-let-7d,Hypertrophy,yes,868,1565
hsa-let-7e,Hypertrophy,yes,869,1565
hsa-let-7f-1,Hypertrophy,yes,871,1565
hsa-let-7f-2,Hypertrophy,yes,872,1565
hsa-let-7g,Hypertrophy,yes,873,1565
hsa-let-7i,Hypertrophy,yes,874,1565
hsa-mir-98,Hypertrophy,yes,1295,1565
hsa-mir-146a,Atherosclerosis,yes,960,1376
hsa-mir-128,Glioblastoma,yes,921,1301
hsa-mir-663,Leukemia,yes,1254,1385
hsa-mir-146b,Lung Neoplasms,yes,961,1308
hsa-mir-199a-2,"Carcinoma, Hepatocellular",yes,1015,1310
hsa-mir-16,Acute Lung Injury,yes,974,1579
hsa-mir-10a,"Leukemia, Myeloid, Acute",yes,892,1366
hsa-mir-143,Colonic Neoplasms,yes,957,1336
hsa-mir-200c,Colonic Neoplasms,yes,1024,1336
hsa-mir-424,Colonic Neoplasms,yes,1158,1336
hsa-let-7a-1,Esophageal Neoplasms,yes,863,1351
hsa-let-7a-2,Esophageal Neoplasms,yes,864,1351
hsa-let-7a-3,Esophageal Neoplasms,yes,865,1351
hsa-mir-29a,Ovarian Neoplasms,yes,1074,1309
hsa-let-7a-1,Colorectal Neoplasms,yes,863,1304
hsa-let-7a-2,Colorectal Neoplasms,yes,864,1304
hsa-let-7a-3,Colorectal Neoplasms,yes,865,1304
hsa-mir-92a-1,"Carcinoma, Hepatocellular",yes,1283,1310
hsa-mir-34b,"Carcinoma, Non-Small-Cell Lung",yes,1127,1312
hsa-mir-223,"Arthritis, Rheumatoid",yes,1053,1423
hsa-let-7b,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma,yes,866,1549
hsa-mir-34a,Melanoma,yes,1126,1347
hsa-mir-34c,Melanoma,yes,1128,1347
hsa-mir-124,Medulloblastoma,yes,903,1367
hsa-mir-142,Stomach Neoplasms,yes,956,1307
hsa-mir-155,Stomach Neoplasms,yes,971,1307
hsa-mir-19b,Cardiovascular Diseases,yes,1018,1377
hsa-mir-133a,Hypertension,yes,938,1383
hsa-mir-27a,Hypertension,yes,1066,1383
hsa-mir-29a,Hypertension,yes,1074,1383
hsa-mir-155,Ovarian Neoplasms,yes,971,1309
hsa-mir-138-1,Neuroblastoma,yes,951,1302
hsa-mir-138-2,Neuroblastoma,yes,952,1302
hsa-mir-34a,Stomach Neoplasms,yes,1126,1307
hsa-mir-181b,Atherosclerosis,yes,982,1376
hsa-mir-129,Medulloblastoma,yes,924,1367
hsa-let-7a,Neoplasms,yes,862,1299
hsa-mir-486,Breast Neoplasms,yes,1177,1303
hsa-let-7a,"Diabetes Mellitus, Type 2",yes,862,1399
hsa-mir-145,Melanoma,yes,959,1347
hsa-mir-449a,Stomach Neoplasms,yes,1166,1307
hsa-let-7a,"Sarcoma, Ewing",yes,862,1419
hsa-mir-133b,Stomach Neoplasms,yes,941,1307
hsa-mir-24,Heart Diseases,yes,1058,1321
hsa-mir-107,Breast Neoplasms,yes,891,1303
hsa-mir-7,Liver Neoplasms,yes,1261,1313
hsa-mir-21,Atherosclerosis,yes,1036,1376
hsa-let-7c,Ovarian Neoplasms,yes,867,1309
hsa-mir-29a,Diabetes Mellitus,yes,1074,1379
hsa-mir-206,Ovarian Neoplasms,yes,1030,1309
hsa-mir-183,Neuralgia,yes,988,1605
hsa-mir-143,Leukemia,yes,957,1385
hsa-mir-499,Heart Diseases,yes,1189,1321
hsa-mir-499,Myocardial Infarction,yes,1189,1388
hsa-mir-155,Glioblastoma,yes,971,1301
hsa-mir-155,Arthritis,yes,971,1606
hsa-mir-34a,"Carcinoma, Renal Cell",yes,1126,1324
hsa-mir-206,"Carcinoma, Hepatocellular",yes,1030,1310
hsa-mir-99a,Urinary Bladder Neoplasms,yes,1296,1306
hsa-mir-34a,Glioma,yes,1126,1322
hsa-let-7,Pancreatic Neoplasms,yes,861,1315
hsa-mir-7,Neurodegenerative Diseases,yes,1261,1607
hsa-mir-155,"Malaria, Cerebral",yes,971,1608
hsa-let-7d,"Carcinoma, Renal Cell",yes,868,1324
hsa-let-7g,Osteosarcoma,yes,873,1305
hsa-mir-200b,"Cicatrix, Hypertrophic",yes,1023,1597
hsa-mir-200c,Lung Neoplasms,yes,1024,1308
hsa-mir-7,Lung Neoplasms,yes,1261,1308
hsa-mir-30b,Laryngeal Neoplasms,yes,1090,1415
hsa-mir-218,"Carcinoma, Hepatocellular",yes,1046,1310
hsa-let-7g,"Carcinoma, Hepatocellular",yes,873,1310
hsa-let-7i,"Carcinoma, Hepatocellular",yes,874,1310
hsa-mir-133a,Myocardial Infarction,yes,938,1388
hsa-let-7b,Stomach Neoplasms,yes,866,1307
hsa-mir-16,Glioma,yes,974,1322
hsa-let-7,Stomach Neoplasms,yes,861,1307
hsa-mir-10a,"Hernia, Diaphragmatic",yes,892,1609
hsa-mir-200,"Hernia, Diaphragmatic",yes,1021,1609
hsa-mir-200b,"Hernia, Diaphragmatic",yes,1023,1609
hsa-mir-146b,Uterine Cervical Neoplasms,yes,961,1300
hsa-mir-143,Osteosarcoma,yes,957,1305
hsa-mir-214,Reperfusion Injury,yes,1040,1557
hsa-mir-17,Melanoma,yes,977,1347
hsa-mir-30a,Hepatitis B,yes,1089,1556
hsa-mir-29a,Glioblastoma,yes,1074,1301
hsa-mir-135a,Medulloblastoma,yes,944,1367
hsa-mir-124,Osteosarcoma,yes,903,1305
hsa-mir-184,"Carcinoma, Renal Cell",yes,989,1324
hsa-mir-16,Breast Neoplasms,yes,974,1303
hsa-mir-150,Precursor Cell Lymphoblastic Leukemia-Lymphoma,yes,965,1344
hsa-mir-21,Immune System Diseases,yes,1036,1570
hsa-mir-203,Brain Diseases,yes,1026,1591
hsa-mir-126,Spinal Cord Injuries,yes,917,1567
hsa-let-7f,Glioma,yes,870,1322
hsa-mir-122,Liver Neoplasms,yes,899,1313
hsa-mir-210,Brain Ischemia,yes,1037,1578
hsa-mir-29b,Prostatic Neoplasms,yes,1075,1339
hsa-mir-184,Retinal Neovascularization,yes,989,1610
hsa-mir-26a,Nervous System Diseases,yes,1062,1334
hsa-mir-21,Myocardial Infarction,yes,1036,1388
hsa-let-7a,Breast Neoplasms,yes,862,1303
hsa-mir-193b,Adenoviridae Infections,yes,1001,1611
hsa-mir-206,Medulloblastoma,yes,1030,1367
hsa-mir-26a,Graft vs Host Disease,yes,1062,1573
hsa-mir-138,Gallbladder Neoplasms,yes,950,1328
hsa-mir-202,Multiple Myeloma,yes,1025,1368
hsa-mir-100,Osteosarcoma,yes,878,1305
hsa-mir-16,Sarcoma,yes,974,1474
hsa-mir-506,Breast Neoplasms,yes,1198,1303
hsa-mir-195,Colorectal Neoplasms,yes,1005,1304
hsa-mir-138,Cardiovascular Diseases,yes,950,1377
hsa-mir-29a,Prostatic Neoplasms,yes,1074,1339
hsa-mir-27b,Cardiovascular Diseases,yes,1067,1377
hsa-mir-137,Melanoma,yes,949,1347
hsa-mir-34c,Diabetic Nephropathies,yes,1128,1487
hsa-mir-221,Astrocytoma,yes,1051,1298
hsa-mir-23b,Neoplasms,yes,1056,1299
hsa-mir-26a,"Diabetes Mellitus, Type 2",yes,1062,1399
hsa-mir-140,Osteosarcoma,yes,954,1305
hsa-mir-210,Osteoarthritis,yes,1037,1403
hsa-mir-302b,"Carcinoma, Hepatocellular",yes,1085,1310
hsa-mir-143,Prostatic Neoplasms,yes,957,1339
hsa-mir-125a,Colonic Neoplasms,yes,913,1336
hsa-mir-206,"Carcinoma, Non-Small-Cell Lung",yes,1030,1312
hsa-mir-26a,Reperfusion Injury,yes,1062,1557
hsa-mir-33b,Colorectal Neoplasms,yes,1120,1304
hsa-mir-9,Inflammation,yes,1276,1564
hsa-mir-9,Spinal Cord Injuries,yes,1276,1567
hsa-mir-16,Glioblastoma,yes,974,1301
hsa-mir-145,Glioblastoma,yes,959,1301
hsa-mir-449a,Liver Neoplasms,yes,1166,1313
hsa-mir-221,Reperfusion Injury,yes,1051,1557
hsa-mir-133a,"Cardiomyopathy, Hypertrophic",yes,938,1341
hsa-mir-7,Adrenal Cortex Neoplasms,yes,1261,1612
hsa-mir-125b,Cholangiocarcinoma,yes,914,1326
hsa-mir-34a,Alzheimer Disease,yes,1126,1342
hsa-mir-140,"Arthritis, Rheumatoid",yes,954,1423
hsa-mir-26a,"Carcinoma, Non-Small-Cell Lung",yes,1062,1312
hsa-mir-214,"Carcinoma, Hepatocellular",yes,1040,1310
hsa-mir-138,Laryngeal Neoplasms,yes,950,1415
hsa-mir-16,"Carcinoma, Hepatocellular",yes,974,1310
hsa-mir-152,Uterine Cervical Neoplasms,yes,966,1300
hsa-mir-449a,Prostatic Neoplasms,yes,1166,1339
hsa-mir-205,"Carcinoma, Skin Appendage",yes,1029,1613
hsa-mir-195,Thyroid Neoplasms,yes,1005,1330
hsa-let-7b,Myocardial Reperfusion Injury,yes,866,1522
hsa-mir-363,Head and Neck Neoplasms,yes,1132,1614
hsa-mir-150,Osteosarcoma,yes,965,1305
hsa-mir-7-1,Glioblastoma,yes,1262,1301
hsa-mir-15a,"Carcinoma, Hepatocellular",yes,972,1310
hsa-mir-16,Alzheimer Disease,yes,974,1342
hsa-mir-143,Breast Neoplasms,yes,957,1303
hsa-mir-18a,Stomach Neoplasms,yes,994,1307
hsa-mir-182,Glioma,yes,987,1322
hsa-mir-302b,Breast Neoplasms,yes,1085,1303
hsa-mir-195,Breast Neoplasms,yes,1005,1303
hsa-mir-1,Cardiomegaly,yes,875,1370
hsa-mir-16,"Lymphoma, Non-Hodgkin",yes,974,1422
hsa-mir-16,"Lymphoma, T-Cell, Cutaneous",yes,974,1615
hsa-mir-372,Endometrial Neoplasms,yes,1137,1362
hsa-mir-222,Osteoarthritis,yes,1052,1403
hsa-mir-215,Ovarian Neoplasms,yes,1041,1309
hsa-mir-192,"Carcinoma, Hepatocellular",yes,998,1310
hsa-mir-1,"Cardiomyopathy, Hypertrophic",yes,875,1341
hsa-mir-148a,Breast Neoplasms,yes,962,1303
hsa-mir-145,Breast Neoplasms,yes,959,1303
hsa-mir-452,"Carcinoma, Non-Small-Cell Lung",yes,1170,1312
hsa-mir-145,Triple Negative Breast Neoplasms,yes,959,1398
hsa-mir-488,Stomach Neoplasms,yes,1179,1307
hsa-mir-125b,Osteosarcoma,yes,914,1305
hsa-mir-23b,Asthma,yes,1056,1529
hsa-mir-378,Breast Neoplasms,yes,1145,1303
hsa-mir-320,Uterine Cervical Neoplasms,yes,1099,1300
hsa-mir-340,Breast Neoplasms,yes,1122,1303
hsa-mir-381,Ovarian Neoplasms,yes,1148,1309
hsa-mir-503,Osteosarcoma,yes,1195,1305
hsa-mir-29a,Multiple Myeloma,yes,1074,1368
hsa-mir-210,Hypoxia,yes,1037,1616
hsa-mir-27b,Stomach Neoplasms,yes,1067,1307
hsa-mir-382,Colorectal Neoplasms,yes,1149,1304
hsa-mir-125b,Urinary Bladder Neoplasms,yes,914,1306
hsa-mir-152,Colorectal Neoplasms,yes,966,1304
hsa-mir-451,"Arthritis, Rheumatoid",yes,1168,1423
hsa-mir-137,Stomach Neoplasms,yes,949,1307
hsa-mir-9,Stomach Neoplasms,yes,1276,1307
hsa-mir-21,Ischemia,yes,1036,1575
hsa-mir-448,Stomach Neoplasms,yes,1165,1307
hsa-mir-200b,Endometriosis,yes,1023,1380
hsa-mir-373,Glioma,yes,1138,1322
hsa-mir-144,"Lymphoma, Large B-Cell, Diffuse",yes,958,1470
hsa-mir-19a,Pulmonary Fibrosis,yes,1017,1601
hsa-mir-26b,Pulmonary Fibrosis,yes,1065,1601
hsa-mir-223,Breast Neoplasms,yes,1053,1303
hsa-mir-451,"Carcinoma, Renal Cell",yes,1168,1324
hsa-mir-15b,Liver Neoplasms,yes,973,1313
hsa-mir-26b,"Carcinoma, Hepatocellular",yes,1065,1310
hsa-mir-15a,Stomach Neoplasms,yes,972,1307
hsa-mir-23b,Prostatic Neoplasms,yes,1056,1339
hsa-mir-27b,Prostatic Neoplasms,yes,1067,1339
hsa-mir-99a,Cardiovascular Diseases,yes,1296,1377
hsa-mir-146a,Glioblastoma,yes,960,1301
hsa-mir-19b,Myocardial Reperfusion Injury,yes,1018,1522
hsa-mir-200b,"Carcinoma, Hepatocellular",yes,1023,1310
hsa-mir-34b,Osteosarcoma,yes,1127,1305
hsa-mir-27a,Endometrial Neoplasms,yes,1066,1362
hsa-mir-204,"Carcinoma, Non-Small-Cell Lung",yes,1028,1312
hsa-mir-200b,Uterine Cervical Neoplasms,yes,1023,1300
hsa-mir-200c,"Carcinoma, Non-Small-Cell Lung",yes,1024,1312
hsa-mir-141,Neuroblastoma,yes,955,1302
hsa-mir-181a,"Lymphoma, Large B-Cell, Diffuse",yes,980,1470
hsa-mir-21,Inferior Wall Myocardial Infarction,yes,1036,1576
hsa-mir-1,Colorectal Neoplasms,yes,875,1304
hsa-mir-508,Glioma,yes,1200,1322
hsa-mir-7,Parkinson Disease,yes,1261,1455
hsa-mir-182,Ischemia,yes,987,1575
hsa-mir-134,Glioma,yes,942,1322
hsa-mir-20a,Liver Diseases,yes,1034,1465
hsa-mir-490,Colorectal Neoplasms,yes,1181,1304
hsa-let-7,"Carcinoma, Adenoid Cystic",yes,861,1534
hsa-mir-130b,Ovarian Neoplasms,yes,935,1309
hsa-mir-206,Muscular Atrophy,yes,1030,1617
hsa-mir-429,Urinary Bladder Neoplasms,yes,1160,1306
hsa-mir-221,Neuralgia,yes,1051,1605
hsa-mir-29a,Endomyocardial Fibrosis,yes,1074,1618
hsa-mir-506,Pancreatic Neoplasms,yes,1198,1315
hsa-mir-101,Osteosarcoma,yes,879,1305
hsa-mir-124,"Carcinoma, Non-Small-Cell Lung",yes,903,1312
hsa-mir-154,Prostatic Neoplasms,yes,970,1339
hsa-mir-502,Breast Neoplasms,yes,1194,1303
hsa-mir-15b,Glioma,yes,973,1322
hsa-mir-199a,Breast Neoplasms,yes,1013,1303
hsa-mir-125a,Retinoblastoma,yes,913,1348
hsa-mir-138,Osteosarcoma,yes,950,1305
hsa-mir-542,Melanoma,yes,1218,1347
hsa-mir-34a,Lung Neoplasms,yes,1126,1308
hsa-mir-130b,Lupus Nephritis,yes,935,1619
hsa-mir-9,Schizophrenia,yes,1276,1358
hsa-mir-182,Osteosarcoma,yes,987,1305
hsa-mir-429,Uterine Cervical Neoplasms,yes,1160,1300
hsa-mir-370,Glioma,yes,1135,1322
hsa-mir-199b,Colorectal Neoplasms,yes,1016,1304
hsa-mir-223,Inflammation,yes,1053,1564
hsa-mir-133a,Glioma,yes,938,1322
hsa-mir-150,Glioma,yes,965,1322
hsa-mir-140,Biliary Tract Neoplasms,yes,954,1620
hsa-mir-130a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive",yes,934,1440
hsa-mir-26a,Ovarian Neoplasms,yes,1062,1309
hsa-mir-196a,"Carcinoma, Renal Cell",yes,1006,1324
hsa-mir-195,Prostatic Neoplasms,yes,1005,1339
hsa-mir-126,Thyroid Neoplasms,yes,917,1330
hsa-mir-497,Osteosarcoma,yes,1187,1305
hsa-mir-223,"Carcinoma, Non-Small-Cell Lung",yes,1053,1312
hsa-mir-191,"Carcinoma, Non-Small-Cell Lung",yes,997,1312
hsa-mir-126,Atherosclerosis,yes,917,1376
hsa-mir-328,Uterine Cervical Neoplasms,yes,1111,1300
hsa-let-7c,Acute Kidney Injury,yes,867,1561
hsa-mir-30a,Stomach Neoplasms,yes,1089,1307
hsa-mir-320a,Prostatic Neoplasms,yes,1100,1339
hsa-mir-320,Prostatic Neoplasms,yes,1099,1339
hsa-mir-192,"Carcinoma, Pancreatic Ductal",yes,998,1577
hsa-mir-150,Atherosclerosis,yes,965,1376
hsa-mir-19a,Hypoxia,yes,1017,1616
hsa-mir-34a,Laryngeal Neoplasms,yes,1126,1415
hsa-mir-495,Glioma,yes,1186,1322
hsa-mir-18b,Melanoma,yes,995,1347
hsa-mir-874,Colorectal Neoplasms,yes,1273,1304
hsa-mir-410,Breast Neoplasms,yes,1153,1303
hsa-mir-181a,Cardiomegaly,yes,980,1370
hsa-mir-375,Colorectal Neoplasms,yes,1141,1304
hsa-mir-224,Osteosarcoma,yes,1054,1305
hsa-mir-214,Kidney Neoplasms,yes,1040,1418
hsa-mir-126,"Carcinoma, Non-Small-Cell Lung",yes,917,1312
hsa-mir-208b,Myocardial Infarction,yes,1033,1388
hsa-mir-134,"Carcinoma, Non-Small-Cell Lung",yes,942,1312
hsa-mir-124,Lung Neoplasms,yes,903,1308
hsa-mir-218,"Cardiomyopathy, Hypertrophic",yes,1046,1341
hsa-mir-497,Reperfusion Injury,yes,1187,1557
hsa-mir-744,Uterine Cervical Neoplasms,yes,1268,1300
hsa-mir-663a,"Carcinoma, Hepatocellular",yes,1255,1310
hsa-mir-411,Breast Neoplasms,yes,1154,1303
hsa-mir-26a,Osteosarcoma,yes,1062,1305
hsa-mir-106b,Atherosclerosis,yes,890,1376
hsa-mir-29b,Liver Cirrhosis,yes,1075,1337
hsa-mir-320,"Carcinoma, Non-Small-Cell Lung",yes,1099,1312
hsa-mir-24,Endometrial Neoplasms,yes,1058,1362
hsa-mir-205,Colonic Neoplasms,yes,1029,1336
hsa-mir-486,Colorectal Neoplasms,yes,1177,1304
hsa-mir-210,Intervertebral Disc Degeneration,yes,1037,1335
hsa-mir-145,Liver Cirrhosis,yes,959,1337
hsa-mir-210,Colorectal Neoplasms,yes,1037,1304
hsa-mir-153,Glioma,yes,967,1322
hsa-mir-10b,Uterine Cervical Neoplasms,yes,893,1300
hsa-mir-34b,"Leukemia, Myeloid, Acute",yes,1127,1366
hsa-mir-149,"Carcinoma, Hepatocellular",yes,964,1310
hsa-mir-196b,Lung Neoplasms,yes,1009,1308
hsa-mir-34,"Hypertension, Pulmonary",yes,1121,1559
hsa-mir-497,Breast Neoplasms,yes,1187,1303
hsa-mir-26b,Urinary Bladder Neoplasms,yes,1065,1306
hsa-mir-27a,"Carcinoma, Renal Cell",yes,1066,1324
hsa-mir-494,Ovarian Neoplasms,yes,1185,1309
hsa-mir-218,"Carcinoma, Renal Cell",yes,1046,1324
hsa-mir-23a,Osteoarthritis,yes,1055,1403
hsa-mir-206,Triple Negative Breast Neoplasms,yes,1030,1398
hsa-let-7,Endometriosis,yes,861,1380
hsa-let-7f,Endometriosis,yes,870,1380
hsa-mir-137,Glioblastoma,yes,949,1301
hsa-mir-148b,Breast Neoplasms,yes,963,1303
hsa-mir-148b,Melanoma,yes,963,1347
hsa-mir-30b,"Carcinoma, Hepatocellular",yes,1090,1310
hsa-mir-18a,Triple Negative Breast Neoplasms,yes,994,1398
hsa-mir-126,Macular Degeneration,yes,917,1580
hsa-mir-376c,Uterine Cervical Neoplasms,yes,1143,1300
hsa-mir-195,Colonic Neoplasms,yes,1005,1336
hsa-mir-132,Chronic Pain,yes,936,1521
hsa-mir-24,Brain Ischemia,yes,1058,1578
hsa-mir-449a,Pulmonary Fibrosis,yes,1166,1601
hsa-mir-410,"Lupus Erythematosus, Systemic",yes,1153,1501
hsa-mir-140,Stomach Neoplasms,yes,954,1307
hsa-mir-139,Urinary Bladder Neoplasms,yes,953,1306
hsa-mir-335,Urinary Bladder Neoplasms,yes,1116,1306
hsa-mir-200b,"Carcinoma, Non-Small-Cell Lung",yes,1023,1312
hsa-mir-26a,Non-alcoholic Fatty Liver Disease,yes,1062,1481
hsa-mir-125b,Ovarian Neoplasms,yes,914,1309
hsa-mir-106a,Osteosarcoma,yes,889,1305
hsa-mir-210,"Ischemic Attack, Transient",yes,1037,1621
hsa-mir-7,"Carcinoma, Hepatocellular",yes,1261,1310
hsa-mir-185,Idiopathic Pulmonary Fibrosis,yes,990,1622
hsa-mir-186,Idiopathic Pulmonary Fibrosis,yes,991,1622
hsa-mir-449a,"Carcinoma, Hepatocellular",yes,1166,1310
hsa-mir-146a,Liver Cirrhosis,yes,960,1337
hsa-mir-200,Triple Negative Breast Neoplasms,yes,1021,1398
hsa-mir-218,"Pulmonary Disease, Chronic Obstructive",yes,1046,1424
hsa-mir-133a,Heart Failure,yes,938,1318
hsa-mir-141,"Carcinoma, Hepatocellular",yes,955,1310
hsa-mir-149,Colorectal Neoplasms,yes,964,1304
hsa-mir-34a,Leukemia,yes,1126,1385
hsa-mir-338,Lung Neoplasms,yes,1117,1308
hsa-mir-30a,Prostatic Neoplasms,yes,1089,1339
hsa-mir-199a,Testicular Neoplasms,yes,1013,1359
hsa-mir-26a,Prostatic Neoplasms,yes,1062,1339
hsa-mir-613,Breast Neoplasms,yes,1237,1303
hsa-mir-455,Stomach Neoplasms,yes,1172,1307
hsa-mir-338,"Carcinoma, Non-Small-Cell Lung",yes,1117,1312
hsa-mir-34a,Uterine Cervical Neoplasms,yes,1126,1300
hsa-mir-34a,Colorectal Neoplasms,yes,1126,1304
hsa-mir-451,"Carcinoma, Hepatocellular",yes,1168,1310
